"model"|"type"|"name"|"Published"|"Fetaured"|"Visibility"|"Short_description"|"Description"|"price"|"image"|"Color"|"Dimension1"|"Dimension2"|"Dimension3"|"dim1"|"dim2"|"dim3"|"Material"|"Categories"|"Tags"
"202-000024"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1068 Pakoworld είναι μια κομψή προσθήκη στον χώρο σας. Κατασκευάζεται από ανθεκτικό μέταλλο και καπέλο από ειδικό ύφασμα, εξασφαλίζοντας ακατέργαστο φως. Διαθέσιμο σε χρώμα μαύρο-μπεζ, έχει διαστάσεις 22x22x32 εκ. Παραδόθηκε σε εργοστασιακή συσκευασία."|"17.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000024-1.jpg"|"μαύρο-μπεζ"|"22.0"|"32.0"|||||"μέταλλο, ύφασμα"|"Γραφείο, Σαλόνι"|"Εκλεπτυσμένο, Λειτουργικό, Αρχιτεκτονικό, Μινιμαλιστικό, Σύγχρονο, Διακοσμητικό"
"202-000023"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1068 Pakoworld, σε μαύρο χρώμα, διαθέτει μεταλλικό σκελετό υψηλής ποιότητας και καπέλο από ειδικό ύφασμα. Οι διαστάσεις του είναι 22x22x32 εκ. Ιδανικό για κάθε χώρο, συνδυάζει κλασικό και μοντέρνο στυλ. Παραδόθηκε σε εργοστασιακή συσκευασία."|"17.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000023-1.jpg"|"μαύρο"|"22.0"|"32.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Εκλεπτυσμένο, Μοντέρνο, Κλασικό, Εργονομικό, Διακριτικό, Λειτουργικό"
"202-000022"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το επιτραπέζιο φωτιστικό PWL-1068 της Pakoworld είναι μια κομψή προσθήκη στον κάθε χώρο. Κατασκευάζεται από χρωματισμένο μέταλλο και ύφασμα, διαθέτοντας καπέλο που εξασφαλίζει ομοιόμορφη διασπορά του φωτός. Περιλαμβάνει βιδωτή υποδοχή για λαμπτήρα Ε27 (δεν συμπεριλαμβάνεται). Διαθέσιμο σε χρώμα μαύρο-γκρι λευκό, με διαστάσεις 22x22x32 εκ."|"17.9"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000022-1.jpg"|"μαύρο-γκρι λευκό"|"22.0"|"32.0"|||||"μέταλλο, ύφασμα"|"Γραφείο, Σαλόνι"|"Μοντέρνος σχεδιασμός, Επιτραπέζιος φωτισμός, Αισθητική, Ομοιόμορφη διάχυση, Κωδικοποιημένο μέταλλο, Λειτουργικό φωτισμό"
"202-000017"|"simple"|"Φωτιστικό γραφείου"|1|0|"visible"||"Το φωτιστικό γραφείου PWL-1065 της Pakoworld συνδυάζει κλασσική και μοντέρνα αισθητική. Κατασκευασμένο από υψηλής ποιότητας μέταλλο με μαύρο και χρυσές λεπτομέρειες, διαθέτει σκελετό 12x30x35 εκ.  Εξοπλίζεται με βιδωτό βραχίονα για λαμπτήρα E14 (δεν περιλαμβάνεται). Ιδανικό για κάθε χώρο, προσφέρει εκπληκτική διασπορά φωτός."|"18.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"μαύρο-χρυσό"|"12.0"|"30.0"|"35.0"||||"μέταλλο"|"Γραφείο, Σαλόνι"|"Μοντέρνο, Κλασικό, Λειτουργικό, Διάχυτος Φωτισμός, Γραφείο, Αισθητική"
"202-000013"|"simple"|"Επιτραπέζιο φωτιστικό"|1|0|"visible"||"Το φωτιστικό δαπέδου PWL-1061 Pakoworld είναι η ιδανική επιλογή για να προσθέσετε μια κομψή πινελιά στον χώρο σας. Κατασκευασμένο από MDF καρυδί, μέταλλο μαύρο-χρυσό και με σώμα-καπέλο από μέταλλο, διαθέτει βύθισμα Ε27 και διακόπτη on/off. Διαστάσεις: Φ23x38 εκ. (δεν περιλαμβάνει λαμπτήρα)."|"37.5"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg, https://www.pakoworld.com/image/catalog/products/202-000013-1.jpg"|"μαύρο-χρυσό-καρυδί"|"23.0"|"38.0"|||||"μέταλλο, MDF"|"Γραφείο, Σαλόνι"|"Εκλεπτυσμένο, Μοντέρνο, Διάκοσμος Χώρου, Λειτουργικό, Σύγχρονο, Αρχιτεκτονικό"
"202-000012"|"simple"|"Φωτιστικό δαπέδου Firdo"|1|0|"visible"||"Το φωτιστικό δαπέδου Firdo Pakoworld διαθέτει χάλκινο μεταλλικό σκελετό και καπάκι από λευκό ύφασμα.  Με διάμετρο καπέλου 38εκ και ύψος 155εκ, προσφέρει ζεστό φωτισμό.  Φέρει υποδοχή για λαμπτήρα Ε27 και καλώδιο 150 εκ με διακόπτη. Δεν περιλαμβάνει λαμπτήρα."|"61.0"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"χρυσό-λευκό"|"38.0"|"155.0"|||||"ύφασμα"|"Γραφείο, Σαλόνι"|"Ατμοσφαιρικός φωτισμός, Μοντέρνο σχέδιο, Οικιακό διακοσμητικό, Βιβλική ατμόσφαιρα, Λειτουργικός φωτισμός, Απαλό φως"
"202-000010"|"simple"|"Φωτιστικό δαπέδου PWL-1060"|1|0|"visible"||"Αυτό το φωτιστικό δαπέδου PWL-1060 από την Pakoworld προσθέτει μια ιδιαίτερη πινελιά στο χώρο σας. Κατασκευάζεται από MDF με ενισχυμένα πόδια, PVC για το καπάκι και ύφασμα για την αίσθηση ζεστασιάς. Διαθέτει ύψος 21 εκ. και διάμετρο καπέλου 38 εκ., με συνολικό ύψος 140 εκ.  Είναι ιδανικό για να δημιουργήσετε μια retro ή μοντέρνα ατμόσφαιρα. Παραδίδεται σε εργοστασιακή συσκευασία χωρίς οδηγίες συναρμολόγησης."|"18.3"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"μόκα"|"38.0"|"140.0"|||||"MDF, ύφασμα"|"Γραφείο, Σαλόνι"|"Αναβίωση, Μοντέρνος, Διακόσμηση, Ατμόσφαιρα, Retro, Σύγχρονος"
"202-000009"|"simple"|"Φωτιστικό δαπέδου PWL-1060"|1|0|"visible"||"Το φωτιστικό δαπέδου PWL-1060 Pakoworld είναι μια κομψή επιλογή για κάθε χώρο. Κατασκευάζεται από σκελετό MDF σε φυσικό χρώμα και καπάκι PVC με μαύρες πουά. Διαθέτει ύψος 140 εκ και διάμετρο καπέλου 38 εκ. Εξοπλίζεται με βιδωτή υποδοχή για λαμπτήρα τύπου E27. Δεν περιλαμβάνει λαμπτήρα."|"18.3"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"μαύρο"|"38.0"|"140.0"|||||"MDF"|"Γραφείο, Σαλόνι"|"Μοντέρνο, Διακοσμητικό, Επικάλυψη, Απλό, Λειτουργικό, Ειδική Χρήση"
"202-000008"|"simple"|"Φωτιστικό δαπέδου PWL-1060"|1|0|"visible"||"Αυτό το φωτιστικό δαπέδου PWL-1060 από το Pakoworld διαθέτει σκελετό από ενισχυμένο MDF σε φυσικό χρώμα και καπέλο από PVC και ύφασμα. Διαθέτει ψηλά πόδια για εντυπωσιακό αποτέλεσμα.  Με διάμετρο καπέλου 38εκ. και συνολικό ύψος 140εκ., προσθέτει μια retro ή μοντέρνα πινελιά στον χώρο σας. Περιλαμβάνει έναν λαμπτήρα Ε27 και διακόπτη on/off. (Δεν περιλαμβάνεται λαμπτήρας)."|"18.3"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"γκρι"|"38.0"|"140.0"|||||"MDF, ύφασμα"|"Γραφείο, Σαλόνι"|"Retro, Μοντέρνο, Διακόσμηση, Φωτισμός, Σύγχρονο, Εντυπωσιακό"
"202-000007"|"simple"|"Φωτιστικό δαπέδου PWL-1060"|1|0|"visible"||"Αυτό το φωτιστικό δαπέδου PWL-1060 από την Pakoworld προσθέτει ένα retro ή μοντέρνο αισθητικό στοιχείο στον χώρο σας. Κατασκευασμένο από MDF με ψηλά, ενισχυμένα πόδια και ένα PVC καπέλο με ύφασμα, διαθέτει θέση για E27 λαμπτήρα και χρωματικό κρεμ.  Έχει διάμετρο καπέλου 38 εκ. και συνολικό ύψος 140 εκ. Είναι ιδανικό για να προσθέσετε ένα ιδιαίτερο φωτιστικό στο δωμάτιό σας.  Δεν περιλαμβάνει λαμπτήρα."|"18.3"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"κρεμ"|"38.0"|"140.0"|||||"MDF, ύφασμα"|"Γραφείο, Σαλόνι"|"Retro, Μοντέρνο, Διακόσμηση, Φωτισμός, Αποκεντρωμένο, Αφηρημένο"
"202-000006"|"simple"|"Φωτιστικό δαπέδου PWL-1060"|1|0|"visible"||"Αυτό το φωτιστικό δαπέδου PWL-1060 pakoworld συνδυάζει retro και μοντέρνο στυλ. Κατασκευασμένο από MDF (φυσικό χρώμα), PVC και ύφασμα, προσφέρει ζεστή ατμόσφαιρα και ευέλικτο φωτισμό. Διαθέτει ψηλά πόδια για εντυπωσιακή εμφάνιση και περιλαμβάνει θέση για λαμπτήρα Ε27. Διαστάσεις: Φ 38x140 εκ. (Δεν περιλαμβάνει λαμπτήρα)."|"18.3"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"μαύρο"|"38.0"|"140.0"|||||"MDF, ύφασμα"|"Γραφείο, Σαλόνι"|"Retro, Μοντέρνο, Ατμοσφαιρικός, Εντυπωσιακός, Ευέλικτος, Διακόσμηση"
"202-000005"|"simple"|"Φωτιστικό δαπέδου PWL-1059"|1|0|"visible"||"Αυτό το φωτιστικό δαπέδου PWL-1059 από την Pakoworld προσθέτει μια retro ή μοντέρνα πινελιά στον χώρο σας. Κατασκευασμένο από MDF με μαύρο καπάκι PVC και ύφαστο, διαθέτει ψηλά πόδια για σταθερότητα.  Εξοπλισμένο με διακόπτη on/off και έναν λαμπτήρα E27, αυτό το φωτιστικό δαπέδου έχει διαστάσεις 38x140 εκ. και είναι ιδανικό για να δημιουργήσετε μια ζεστή ατμόσφαιρα."|"18.3"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"μπεζ-καρυδί"|"38.0"|"140.0"|||||"PVC, MDF"|"Γραφείο, Σαλόνι"|"Retro, Μοντέρνο, Ατμοσφαιρικό, Σταθερό, Διακόσμηση, Κλασικό"
"202-000004"|"simple"|"Φωτιστικό δαπέδου PWL-1059"|1|0|"visible"||"Αυτοφωτιστικό δάπεδο PWL-1059 σε καρυδί-κίτρινο χρώμα. Κατασκευασμένο από MDF, PVC και ύφασμα, προσφέρει ζεστή ατμόσφαιρα. Διαθέτει ψηλά πόδια για αισθητική ενίσχυση και υποδοχή λαμπτήρα E27. Διάμετρος καπέλου 38 εκ., συνολικό ύψος 140 εκ. Ιδανικό για να προσθέσετε μια retro ή μοντέρνα πινελιά στον χώρο σας. (Ο λαμπτήρας δεν περιλαμβάνεται.)"|"18.3"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"καρυδί-κίτρινο"|"38.0"|"140.0"|||||"MDF, ύφασμα"|"Σαλόνι, Γραφείο"|"Retro, Μοντέρνο, Ατμοσφαιρικό, Διακόσμηση, Λειτουργικό, Ενίσχυση Αισθητικής"
"202-000003"|"simple"|"Φωτιστικό δαπέδου PWL-1059"|1|0|"visible"||"Αυτό το φωτιστικό δαπέδου PWL-1059 από την Pakoworld προσθέτει μια retro-μοντέρνα πινελιά στον χώρο σας. Κατασκευάζεται από MDF με καρυδί χρώμα, PVC για το καπέλο και ύφασμα για επιπλέον άνεση. Διαθέτει ψηλά πόδια για σταθερότητα και ενσωματωμένο διακόπτη on/off. Μέγεθος: Φ38x140 εκ. (συμπεριλαμβανομένου του καλωδίου).  Δεν περιλαμβάνει λαμπτήρα."|"18.3"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"καρυδί-γκρι"|"38.0"|"140.0"|||||"MDF, ύφασμα"|"Γραφείο, Σαλόνι"|"Retro, Μοντέρνο, Σταθερό, Άνεση, Διακόπτης, Οικιακό φωτιστικό"
"202-000002"|"simple"|"Φωτιστικό δαπέδου PWL-1059"|1|0|"visible"||"Αυτό το φωτιστικό δαπέδου PWL-1059 από την Pakoworld προσθέτει ένα retro ή μοντέρνο αισθητικό στοιχείο στον χώρο σας. Κατασκευασμένο από MDF (ινοσανίδα), PVC και ύφασμα, διαθέτει καρυδί και μαύρο χρώμα και ψηλά πόδια για εντυπωσιακό αποτέλεσμα. Διαστάσεις: Φ 38εκ. (κάπαλός), Ύψος 21 εκ. και συνολικές διαστάσεις Φ 38x140 εκ. Περιλαμβάνει θέση για λαμπτήρα Ε27 και διακόπτη on/off. Δεν περιλαμβάνει λαμπτήρα."|"18.3"|"https://www.pakoworld.com/image/catalog/products/123-000001.jpg"|"καρυδί"|"38.0"|"140.0"|||||"MDF, ύφασμα"|"Γραφείο, Σαλόνι"|"Retro, Μοντέρνο, Διάκοσμος, Έντονος, Αρχιτεκτονικός, Αισθητικό Στοιχείο"
